"genus_species","iucn_authority","iucn_category"
"Chlorurus oedema","(Snyder, 1909)","1"
"Hipposcarus longiceps","(Valenciennes, 1840)","1"
"Chlorurus strongylocephalus","(Bleeker, 1855)","1"
"Chlorurus troschelii","(Bleeker, 1853)","1"
"Chlorurus bleekeri","(De Beaufort, 1940)","1"
"Sparisoma chrysopterum","(Bloch &amp; Schneider, 1801)","1"
"Chlorurus cyanescens","(Valenciennes, 1840)","1"
"Scarus niger","Forsskål, 1775","1"
"Scarus dimidiatus","Bleeker, 1859","1"
"Scarus hoefleri","(Steindachner, 1881)","1"
"Scarus tricolor","Bleeker, 1847","1"
"Nicholsina collettei","Schultz, 1968","1"
"Scarus fuscocaudalis","Randall &amp; Myers, 2000","1"
"Chlorurus atrilunula","(Randall &amp; Bruce, 1983)","1"
"Scarus scaber","Valenciennes, 1840","1"
"Chlorurus capistratoides","(Bleeker, 1847)","1"
"Scarus vetula","Bloch &amp; Schneider, 1801","1"
"Scarus flavipectoralis","Schultz, 1958","1"
"Scarus collana","Rüppell, 1835","1"
"Scarus globiceps","Valenciennes, 1840","1"
"Cetoscarus ocellatus","(Valenciennes, 1840)","1"
"Chlorurus enneacanthus","(Lacepède, 1802)","1"
"Calotomus viridescens","(Rüppell, 1835)","1"
"Cetoscarus bicolor","(Rüppell, 1829)","1"
"Chlorurus japanensis","(Bloch, 1789)","1"
"Chlorurus perspicillatus","(Steindachner, 1879)","1"
"Scarus rivulatus","Valenciennes, 1840","1"
"Chlorurus sordidus","(Forsskål, 1775)","1"
"Scarus fuscopurpureus","(Klunzinger, 1871)","1"
"Scarus spinus","(Kner, 1868)","1"
"Sparisoma radians","(Valenciennes, 1840)","1"
"Sparisoma cretense","(Linnaeus, 1758)","1"
"Scarus coeruleus","(Edwards, 1771)","1"
"Scarus quoyi","Valenciennes, 1840","1"
"Scarus chameleon","Choat &amp; Randall, 1986","1"
"Scarus russelii","Valenciennes, 1840","1"
"Scarus ghobban","Forsskål, 1775","1"
"Calotomus zonarchus","(Jenkins, 1903)","1"
"Calotomus carolinus","(Valenciennes, 1840)","1"
"Calotomus spinidens","(Quoy &amp; Gaimard, 1824)","1"
"Calotomus japonicus","(Valenciennes, 1840)","1"
"Nicholsina denticulata","(Evermann &amp; Radcliffe, 1917)","1"
"Scarus compressus","(Osburn &amp; Nichols, 1916)","1"
"Scarus dubius","Bennett, 1828","1"
"Scarus festivus","Valenciennes, 1840","1"
"Scarus oviceps","Valenciennes, 1840","1"
"Scarus perrico","Jordan &amp; Gilbert, 1882","1"
"Scarus prasiognathos","Valenciennes, 1840","1"
"Scarus schlegeli","(Bleeker, 1861)","1"
"Scarus viridifucatus","(Smith, 1956)","1"
"Siphonognathus beddomei","(Johnston, 1885)","1"
"Sparisoma strigatum","(Günther, 1862)","1"
"Xenocephalus egregius","(Jordan &amp; Thompson, 1905)","1"
"Jenkinsia lamprotaenia","(Gosse, 1851)","1"
"Lile piquitinga","(Schreiner &amp; Miranda Ribeiro, 1903)","1"
"Syngnathus scovelli","(Evermann & Kendall, 1896)","1"
"Osmerus mordax","(Mitchill, 1814)","1"
"Lepomis punctatus","(Valenciennes, 1831)","1"
"Petromyzon marinus","Linnaeus, 1758","1"
"Lampetra ayresii","(Günther, 1870)","1"
"Morone americana","(Gmelin, 1789)","1"
"Lethenteron camtschaticum","(Tilesius, 1811)","1"
"Fundulus diaphanus","(Lesueur, 1817)","1"
"Spirinchus thaleichthys","(Ayres, 1860)","1"
"Alosa pseudoharengus","(Wilson, 1811)","1"
"Thaleichthys pacificus","(Richardson, 1836)","1"
"Pungitius pungitius","(Linnaeus, 1758)","1"
"Leptocottus armatus","Girard, 1854","1"
"Microgadus tomcod","(Walbaum, 1792)","1"
"Fundulus heteroclitus","(Linnaeus, 1776)","1"
"Syngnathus abaster","Risso, 1827","1"
"Periophthalmus waltoni","Koumans, 1941","1"
"Gasterosteus wheatlandi","Putnam, 1867","1"
"Brama brama","(Bonnaterre, 1788)","1"
"Lagocephalus lagocephalus","(Linnaeus, 1758)","1"
"Cheilopogon exsiliens","(Linnaeus, 1771)","1"
"Spinachia spinachia","(Linnaeus, 1758)","1"
"Ariomma melanum","(Ginsburg, 1954)","1"
"Taractes asper","Lowe, 1843","1"
"Symphurus oculellus","Munroe, 1991","1"
"Ancylopsetta antillarum","Gutherz, 1966","1"
"Physiculus fulvus","Bean, 1884","1"
"Neobythites unicolor","Nielsen &amp; Retzer, 1994","1"
"Arctozenus risso","(Bonaparte, 1840)","1"
"Lestidiops jayakari","(Boulenger, 1889)","1"
"Lepophidium kallion","Robins, 1959","1"
"Acanthopagrus schlegelii","(Bleeker, 1854)","1"
"Anchoviella cayennensis","(Puyo, 1946)","1"
"Anchoviella lepidentostole","(Fowler, 1911)","1"
"Ancylopsetta microctenus","Gutherz, 1966","1"
"Anthias woodsi","Anderson &amp; Heemstra, 1980","1"
"Howella simplex","(Parr, 1933)","1"
"Bellottia apoda","Giglioli, 1883","1"
"Bembrops macromma","Ginsburg, 1955","1"
"Benthodesmus tenuis","(Günther 1877)","1"
"Brotulotaenia brevicauda","Cohen, 1974","1"
"Bythites gerdae","Nielsen &amp; Cohen, 1973","1"
"Cerdale floridana","Longley, 1934","1"
"Chascanopsetta danae","Bruun, 1937","1"
"Citharichthys dinoceros","Goode &amp; Bean, 1886","1"
"Cubiceps capensis","(Smith, 1845)","1"
"Dibranchus atlanticus","Peters, 1876","1"
"Dibranchus tremendus","Bradbury, 1999","1"
"Diplacanthopoma brachysoma","Günther, 1887","1"
"Diplospinus multistriatus","Maul, 1948","1"
"Emmelichthys ruber","(Trunov, 1976)","1"
"Epinnula magistralis","Poey, 1854","1"
"Eumegistus brevorti","(Poey, 1860)","1"
"Fundulus majalis","(Walbaum, 1792)","1"
"Halieutichthys aculeatus","(Mitchill, 1818)","1"
"Hoplostethus mediterraneus","Cuvier, 1829","1"
"Hoplostethus occidentalis","Woods, 1973","1"
"Howella atlantica","Post &amp; Quéro, 1991","1"
"Lepophidium collettei","Robins, Robins &amp; Brown, 2012","1"
"Lepophidium crossotum","Robins, Robins &amp; Brown, 2012","1"
"Lepophidium cultratum","Robins, Robins &amp; Brown, 2012","1"
"Lepophidium entomelan","Robins, Robins &amp; Brown, 2012","1"
"Lepophidium gilmorei","Robins, Robins &amp; Brown, 2012","1"
"Lepophidium marmoratum","(Goode &amp; Bean, 1885)","1"
"Lepophidium robustum","Robins, Robins &amp; Brown, 2012","1"
"Lepophidium wileyi","Robins, Robins &amp; Brown, 2012","1"
"Lepophidium zophochir","Robins, Robins &amp; Brown, 2012","1"
"Lestidiops mirabilis","(Ege, 1933)","1"
"Malthopsis gnoma","Bradbury, 1998","1"
"Microdesmus bahianus","Dawson, 1973","1"
"Microdesmus carri","Gilbert, 1966","1"
"Microdesmus longipinnis","(Weymouth, 1910)","1"
"Neobythites monocellatus","Nielsen, 1999","1"
"Neobythites ocellatus","Günther, 1887","1"
"Ogcocephalus corniger","Bradbury, 1980","1"
"Ogcocephalus cubifrons","(Richardson, 1836)","1"
"Ogcocephalus nasutus","(Cuvier, 1829)","1"
"Ogcocephalus notatus","(Valenciennes, 1837)","1"
"Ogcocephalus parvus","Longley &amp; Hildebrand, 1940","1"
"Ogcocephalus rostellum","Bradbury, 1980","1"
"Parazen pacificus","Kamohara, 1935","1"
"Peristedion greyae","Miller, 1967","1"
"Peristedion imberbe","Poey, 1861","1"
"Peristedion thompsoni","Fowler, 1952","1"
"Peristedion truncatum","(Günther, 1880)","1"
"Rosenblattichthys hubbsi","Johnson, 1974","1"
"Saccogaster staigeri","Cohen &amp; Nielsen, 1972","1"
"Scopelarchoides danae","Johnson, 1974","1"
"Snyderidia canina","Gilbert, 1905","1"
"Symphurus nebulosus","(Goode &amp; Bean, 1883)","1"
"Symphurus stigmosus","Munroe, 1998","1"
"Trichopsetta melasma","Anderson &amp; Gutherz, 1967","1"
"Trichopsetta orbisulcus","Anderson &amp; Gutherz, 1967","1"
"Verilus sordidus","Poey, 1860","1"
"Cypselurus comatus","(Mitchill, 1815)","1"
"Parexocoetus hillianus","(Gosse, 1851)","1"
"Prognichthys glaphyrae","Parin, 1999","1"
"Prognichthys occidentalis","Parin, 1999","1"
"Paralepis elongata","(Brauer, 1906)","1"
"Dolichopteroides binocularis","(Beebe, 1932)","1"
"Opisthoproctus grimaldii","Zugmayer 1911","1"
"Opisthoproctus soleatus","Vaillant, 1888","1"
"Winteria telescopa","Brauer, 1901","1"
"Barbantus curvifrons","(Roule &amp; Angel, 1931)","1"
"Holtbyrnia anomala","Krefft, 1980","1"
"Holtbyrnia cyanocephala","(Krefft, 1967)","1"
"Holtbyrnia innesi","(Fowler, 1934)","1"
"Holtbyrnia macrops","Maul 1957","1"
"Maulisia acuticeps","Sazonov, 1976","1"
"Maulisia mauli","Parr, 1960","1"
"Maulisia microlepis","Sazonov &amp; Golovan, 1976","1"
"Apletodon pellegrini","(Chabanaud, 1925)","1"
"Normichthys operosus","Parr, 1951","1"
"Chorisochismus dentex","(Pallas, 1769)","1"
"Diplecogaster bimaculata","(Bonnaterre, 1788)","1"
"Eckloniaichthys scylliorhiniceps","Smith, 1943","1"
"Lecanogaster chrysea","Briggs, 1957","1"
"Lepadogaster purpurea","(Bonnaterre, 1788)","1"
"Hoplostethus cadenati","Quéro, 1974","1"
"Hoplostethus melanopus","(Weber, 1913)","1"
"Platytroctes apus","Günther, 1878","1"
"Aristostomias grimaldii","Zugmayer, 1913","1"
"Aristostomias polydactylus","Regan &amp; Trewavas, 1930","1"
"Aristostomias xenostoma","Regan &amp; Trewavas, 1930","1"
"Astronesthes caulophorus","Regan &amp; Trewavas, 1929","1"
"Astronesthes indicus","Brauer, 1902","1"
"Astronesthes leucopogon","Regan &amp; Trewavas, 1929","1"
"Astronesthes macropogon","Goodyear &amp; Gibbs, 1970","1"
"Astronesthes micropogon","Goodyear &amp; Gibbs, 1970","1"
"Astronesthes neopogon","Regan &amp; Trewavas, 1929","1"
"Astronesthes niger","Richardson, 1845","1"
"Astronesthes zharovi","Parin &amp; Borodulina, 1998","1"
"Bathophilus ater","(Brauer, 1902)","1"
"Bathophilus brevis","Regan &amp; Trewavas, 1930","1"
"Bathophilus digitatus","(Welsh, 1923)","1"
"Bathophilus irregularis","Norman, 1930","1"
"Bathophilus longipinnis","(Pappenheim, 1912)","1"
"Bathophilus nigerrimus","Giglioli, 1882","1"
"Bathophilus pawneei","Parr, 1927","1"
"Bathophilus vaillanti","(Zugmayer, 1911)","1"
"Borostomias antarcticus","(Lönnberg, 1905)","1"
"Borostomias elucens","(Brauer, 1906)","1"
"Borostomias mononema","(Regan &amp; Trewavas, 1929)","1"
"Chauliodus danae","Regan &amp; Trewavas, 1929","1"
"Chauliodus minimus","Parin &amp; Novikova, 1974","1"
"Chauliodus schmidti","Ege, 1948","1"
"Chauliodus sloani","Bloch &amp; Schneider, 1801","1"
"Chirostomias pliopterus","Regan &amp; Trewavas, 1930","1"
"Echiostoma barbatum","Lowe, 1843","1"
"Eustomias achirus","Parin &amp; Pokhil'skaya, 1974","1"
"Eustomias bimargaritatus","Regan &amp; Trewavas, 1930","1"
"Eustomias dendriticus","Regan &amp; Trewavas, 1930","1"
"Eustomias enbarbatus","Welsh, 1923","1"
"Eustomias filifer","(Gilchrist, 1906)","1"
"Eustomias fissibarbis","(Pappenheim, 1912)","1"
"Eustomias lipochirus","Regan &amp; Trewavas, 1930","1"
"Eustomias macronema","Regan &amp; Trewavas 1930","1"
"Eustomias melanonema","Regan &amp; Trewavas, 1930","1"
"Eustomias melanostigma","Regan &amp; Trewavas, 1930","1"
"Eustomias obscurus","Vaillant, 1884","1"
"Eustomias schmidti","Regan &amp; Trewavas, 1930","1"
"Eustomias triramis","Regan &amp; Trewavas, 1930","1"
"Flagellostomias boureei","(Zugmayer, 1913)","1"
"Grammatostomias dentatus","Goode &amp; Bean, 1896","1"
"Heterophotus ophistoma","Regan &amp; Trewavas, 1929","1"
"Idiacanthus atlanticus","Brauer, 1906","1"
"Idiacanthus fasciola","Peters, 1877","1"
"Leptostomias gladiator","(Zugmayer, 1911)","1"
"Leptostomias haplocaulus","Regan &amp; Trewavas, 1930","1"
"Leptostomias longibarba","Regan &amp; Trewavas, 1930","1"
"Malacosteus niger","Ayres, 1848","1"
"Melanostomias bartonbeani","Parr, 1927","1"
"Melanostomias biseriatus","Regan &amp; Trewavas, 1930","1"
"Melanostomias macrophotus","Regan &amp; Trewavas, 1930","1"
"Melanostomias melanopogon","Regan &amp; Trewavas, 1930","1"
"Melanostomias niger","Gilchrist &amp; von Bonde, 1924","1"
"Melanostomias tentaculatus","(Regan &amp; Trewavas, 1930)","1"
"Neonesthes capensis","(Gilchrist &amp; von Bonde, 1924)","1"
"Neonesthes microcephalus","Norman, 1930","1"
"Odontostomias masticopogon","Norman, 1930","1"
"Odontostomias micropogon","Norman, 1930","1"
"Opostomias micripnus","(Günther, 1878)","1"
"Pachystomias microdon","(Günther, 1878)","1"
"Photonectes braueri","(Zugmayer, 1913)","1"
"Photonectes dinema","Regan &amp; Trewavas, 1930","1"
"Photonectes leucospilus","Regan &amp; Trewavas, 1930","1"
"Photonectes margarita","(Goode &amp; Bean, 1896)","1"
"Photonectes mirabilis","Parr, 1927","1"
"Photostomias guernei","Collett, 1889","1"
"Rhadinesthes decimus","(Zugmayer, 1911)","1"
"Stomias affinis","Günther, 1887","1"
"Stomias boa","(Risso, 1810)","1"
"Stomias brevibarbatus","Ege, 1918","1"
"Stomias lampropeltis","Gibbs, 1969","1"
"Stomias longibarbatus","(Brauer, 1902)","1"
"Thysanactis dentex","Regan &amp; Trewavas, 1930","1"
"Zu elongatus","Heemstra &amp; Kannemeyer, 1984","1"
"Desmodema polystictum","(Ogilby, 1898)","1"
"Anoplogaster cornuta","(Valenciennes, 1833)","1"
"Antennarius pardalis","(Valenciennes, 1837)","1"
"Barbourisia rufa","Parr, 1945","1"
"Beryx decadactylus","Cuvier, 1829","1"
"Bufoceratias wedli","(Pietschmann, 1926)","1"
"Callanthias ruber","(Rafinesque, 1810)","1"
"Callionymus lyra","Linnaeus, 1758","1"
"Campogramma glaycos","(Lacepède, 1801)","1"
"Capros aper","(Linnaeus, 1758)","1"
"Caulophryne polynema","Regan 1930","1"
"Ceratias holboelli","Krøyer, 1845","1"
"Ceratias uranoscopus","Murray, 1877","1"
"Chaunax pictus","Lowe, 1846","1"
"Cryptopsaras couesii","Gill, 1883","1"
"Diretmichthys parini","(Post &amp; Quéro, 1981)","1"
"Diretmoides pauciradiatus","(Woods, 1973)","1"
"Dolopichthys dinema","Pietsch, 1972","1"
"Draculo shango","(Davis &amp; Robins, 1966)","1"
"Fowlerichthys senegalensis","(Cadenat, 1959)","1"
"Himantolophus groenlandicus","Reinhardt, 1837","1"
"Linophryne arborifera","Regan, 1925","1"
"Linophryne pennibarbata","Bertelsen, 1980","1"
"Lophius piscatorius","Linnaeus, 1758","1"
"Melanocetus johnsonii","Günther, 1864","1"
"Oneirodes theodoritissieri","Belloc, 1938","1"
"Radiicephalus elongatus","Osório, 1917","1"
"Stylephorus chordatus","Shaw, 1791","1"
"Synchiropus phaeton","(Günther, 1861)","1"
"Trachipterus trachypterus","(Gmelin, 1789)","1"
"Zu cristatus","(Bonelli, 1819)","1"
"Awaous lateristriga","(Duméril, 1861)","1"
"Bathygobius casamancus","(Rochebrune, 1880)","1"
"Bostrychus africanus","(Steindachner, 1879)","1"
"Caffrogobius nudiceps","(Valenciennes, 1837)","1"
"Caffrogobius saldanha","(Barnard, 1927)","1"
"Chaetodipterus lippei","Steindachner, 1895","1"
"Cirrhitus atlanticus","Osório, 1893","1"
"Ctenogobius lepturus","(Pfaff, 1933)","1"
"Dicentrarchus punctatus","(Bloch, 1792)","1"
"Didogobius wirtzi","Schliewen &amp; Kovacic, 2008","1"
"Dormitator lebretonis","(Steindachner, 1870)","1"
"Drepane africana","Osório, 1892","1"
"Emmelichthys nitidus","Richardson, 1845","1"
"Ephippus goreensis","Cuvier, 1831","1"
"Gerres nigri","Günther, 1859","1"
"Gobioides africanus","(Giltay, 1935)","1"
"Gobioides sagitta","(Günther, 1862)","1"
"Gobius ateriformis","Brito &amp; Miller, 2001","1"
"Gobius cruentatus","Gmelin, 1789","1"
"Gobius niger","Linnaeus, 1758","1"
"Gobius paganellus","Linnaeus, 1758","1"
"Gobius rubropunctatus","Delais, 1951","1"
"Gobius senegambiensis","Metzelaar, 1919","1"
"Gorogobius nigricinctus","(Delais, 1951)","1"
"Ichthyococcus ovatus","(Cocco, 1838)","1"
"Lesueurigobius friesii","(Malm, 1874)","1"
"Lesueurigobius koumansi","(Norman, 1935)","1"
"Lesueurigobius sanzi","(de Buen, 1918)","1"
"Mauligobius nigri","(Günther, 1861)","1"
"Microdesmus aethiopicus","(Chabanaud, 1927)","1"
"Nematogobius brachynemus","Pfaff, 1933","1"
"Nematogobius maindroni","(Sauvage, 1880)","1"
"Nesiarchus nasutus","Johnson, 1862","1"
"Periophthalmus barbarus","(Linnaeus, 1766)","1"
"Phosichthys argenteus","Hutton, 1872","1"
"Pollichthys mauli","(Poll, 1953)","1"
"Polymetme corythaeola","(Alcock, 1898)","1"
"Porogobius schlegelii","(Günther, 1861)","1"
"Sufflogobius bibarbatus","(von Bonde, 1923)","1"
"Thorogobius angolensis","(Norman, 1935)","1"
"Thorogobius rofeni","Miller, 1988","1"
"Vinciguerria attenuata","(Cocco, 1838)","1"
"Vinciguerria nimbaria","(Jordan &amp; Williams, 1895)","1"
"Vinciguerria poweriae","(Cocco, 1838)","1"
"Wheelerigobius maltzani","(Steindachner, 1881)","1"
"Wheelerigobius wirtzi","Miller, 1988","1"
"Yarrella blackfordi","Goode &amp; Bean, 1896","1"
"Yongeichthys thomasi","(Boulenger, 1916)","1"
"Argyropelecus aculeatus","Valenciennes, 1850","1"
"Argyropelecus affinis","Garman, 1899","1"
"Argyropelecus gigas","Norman, 1930","1"
"Argyropelecus olfersii","(Cuvier, 1829)","1"
"Argyropelecus sladeni","Regan, 1908","1"
"Maurolicus muelleri","(Gmelin, 1789)","1"
"Maurolicus walvisensis","Parin &amp; Kobyliansky, 1993","1"
"Maurolicus weitzmani","Parin &amp; Kobyliansky, 1993","1"
"Polyipnus polli","Schultz, 1961","1"
"Sternoptyx diaphana","Hermann, 1781","1"
"Sternoptyx pseudobscura","Baird, 1971","1"
"Valenciennellus tripunctulatus","(Esmark, 1871)","1"
"Carlarius latiscutatus","(Günther, 1864)","1"
"Carlarius parkii","(Günther, 1864)","1"
"Melamphaes eulepis","Ebeling, 1962","1"
"Melamphaes leprus","Ebeling, 1962","1"
"Melamphaes simus","Ebeling, 1962","1"
"Poromitra crassiceps","(Günther, 1878)","1"
"Centrolophus niger","(Gmelin, 1789)","1"
"Cheilodactylus fasciatus","Lacepède, 1803","1"
"Chiasmodon niger","Johnson, 1864","1"
"Dysalotus alcocki","MacGilchrist, 1905","1"
"Kali parri","Johnson &amp; Cohen 1974","1"
"Notopogon macrosolen","Barnard, 1925","1"
"Schedophilus huttoni","(Waite, 1910)","1"
"Schedophilus velaini","(Sauvage, 1879)","1"
"Kali indica","Lloyd, 1909","1"
"Trachipterus arcticus","(Brünnich, 1788)","1"
"Grammicolepis brachiusculus","Poey, 1873","1"
"Allocyttus guineensis","Trunov &amp; Kukuev, 1982","1"
"Sagamichthys schnakenbecki","(Krefft, 1953)","1"
"Searsia koefoedi","Parr, 1937","1"
"Allocyttus verrucosus","(Gilchrist, 1906)","1"
"Rajella fyllae","(Lütken, 1887)","1"
"Squatina dumeril","Lesueur, 1818","1"
"Zenion hololepis","(Goode &amp; Bean, 1896)","1"
"Diretmus argenteus","Johnson, 1864","1"
"Cruriraja hulleyi","Aschliman, Ebert &amp; Compagno, 2010","1"
"Acanthistius sebastoides","(Castelnau, 1861)","1"
"Alphestes afer","(Bloch, 1793)","1"
"Anthias anthias","(Linnaeus, 1758)","1"
"Aphanopus carbo","Lowe, 1839","1"
"Aphanopus intermedius","Parin, 1983","1"
"Bembrops greyi","Poll, 1959","1"
"Bembrops heterurus","(Miranda Ribeiro, 1903)","1"
"Bonapartia pedaliota","Goode &amp; Bean, 1896","1"
"Cephalopholis nigri","(Günther, 1859)","1"
"Cephalopholis taeniops","(Valenciennes, 1828)","1"
"Cubiceps caeruleus","Regan, 1914","1"
"Cyclothone alba","Brauer, 1906","1"
"Cyclothone braueri","Jespersen &amp; Tåning, 1926","1"
"Cyclothone livida","Brauer, 1902","1"
"Cyclothone microdon","(Günther, 1878)","1"
"Cyclothone obscura","Brauer, 1902","1"
"Cyclothone pallida","Brauer, 1902","1"
"Cyclothone pseudopallida","Mukhacheva, 1964","1"
"Diplophos taenia","Günther, 1873","1"
"Eurypharynx pelecanoides","Vaillant, 1882","1"
"Gonostoma atlanticum","Norman, 1930","1"
"Gonostoma denudatum","Rafinesque, 1810","1"
"Gonostoma elongatum","Günther, 1878","1"
"Lepidopus dubius","Parin &amp; Mikhailin, 1981","1"
"Mullus barbatus","Linnaeus, 1758","1"
"Mullus surmuletus","Linnaeus, 1758","1"
"Mycteroperca rubra","(Bloch, 1793)","1"
"Pachycara bulbiceps","(Garman, 1899)","1"
"Pachycara crassiceps","(Roule, 1916)","1"
"Pachycara crossacanthum","Anderson, 1989","1"
"Paranthias furcifer","(Valenciennes, 1828)","1"
"Polydactylus quadrifilis","(Cuvier, 1829)","1"
"Pseudogramma guineensis","(Norman, 1935)","1"
"Saccopharynx ampullaceus","(Harwood, 1827)","1"
"Saccopharynx ramosus","Nielsen &amp; Bertelsen, 1985","1"
"Scombrolabrax heterolepis","Roule, 1921","1"
"Serranus accraensis","(Norman, 1931)","1"
"Serranus africanus","(Cadenat, 1960)","1"
"Serranus cabrilla","(Linnaeus, 1758)","1"
"Serranus hepatus","(Linnaeus, 1758)","1"
"Serranus sanctaehelenae","Boulenger, 1895","1"
"Serranus scriba","(Linnaeus, 1758)","1"
"Sigmops bathyphilus","(Vaillant, 1884)","1"
"Stromateus fiatola","Linnaeus, 1758","1"
"Tetragonurus atlanticus","Lowe, 1839","1"
"Tetragonurus cuvieri","Risso, 1810","1"
"Trachinus araneus","Cuvier, 1829","1"
"Trachinus armatus","Bleeker, 1861","1"
"Trachinus draco","Linnaeus, 1758","1"
"Trachinus lineolatus","Fischer, 1885","1"
"Trachinus pellegrini","Cadenat, 1937","1"
"Trachinus radiatus","Cuvier, 1829","1"
"Triplophos hemingi","(McArdle, 1901)","1"
"Uranoscopus albesca","Regan, 1915","1"
"Uranoscopus cadenati","Poll, 1959","1"
"Uranoscopus scaber","Linnaeus, 1758","1"
"Diplodus sargus","(Linnaeus, 1758)","1"
"Centrarchops chapini","Fowler, 1923","1"
"Diceratias pileatus","Uwate, 1979","1"
"Synagrops japonicus","(Döderlein, 1883)","1"
"Callionymus maculatus","Rafinesque, 1810","1"
"Chaenophryne ramifera","Regan &amp; Trewavas, 1932","1"
"Chaunax suttkusi","Caruso, 1989","1"
"Dolopichthys allector","Garman, 1899","1"
"Himantolophus crinitus","Bertelsen &amp; Krefft, 1988","1"
"Himantolophus melanolophus","Bertelsen &amp; Krefft, 1988","1"
"Himantolophus paucifilosus","Bertelsen &amp; Krefft, 1988","1"
"Melanocetus murrayi","Günther, 1887","1"
"Microlophichthys microlophus","(Regan, 1925)","1"
"Oneirodes carlsbergi","(Regan &amp; Trewavas, 1932)","1"
"Oneirodes eschrichtii","Lütken, 1871","1"
"Photocorynus spiniceps","Regan, 1925","1"
"Platyberyx opalescens","Zugmayer, 1911","1"
"Alectis alexandrina","(Geoffroy Saint-Hilaire 1817)","1"
"Selene dorsalis","(Gill, 1863)","1"
"Seriola carpenteri","Mather, 1971","1"
"Seriola lalandi","Valenciennes in Cuvier &amp; Valenciennes, 1833","1"
"Trachinotus goreensis","Cuvier, 1832","1"
"Trachinotus maxillosus","Cuvier, 1832","1"
"Trachinotus ovatus","(Linnaeus, 1758)","1"
"Trachinotus teraia","Cuvier, 1832","1"
"Trachurus capensis","Castelnau, 1861","1"
