"","genus_species","genus","family","order","class","iucn_authority","iucn_category","mature_age","longevity","lat_range","long_range","diet","trophic_level","mass_g","depth_zone","length_m","depth_num"
"5578","Symphurus plagusia","Symphurus","Cynoglossidae","Pleuronectiformes","Teleostei","(Bloch &amp; Schneider, 1801)","1",NA,NA,NA,NA,NA,NA,51.29999924,"demersal",0.25,37.5
"5579","Symphurus pusillus","Symphurus","Cynoglossidae","Pleuronectiformes","Teleostei","(Goode &amp; Bean, 1885)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.075,167.5
"5580","Symphurus rhytisma","Symphurus","Cynoglossidae","Pleuronectiformes","Teleostei","B<f6>hlke, 1961","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.045,50
"5581","Etropus crossotus","Etropus","Paralichthyidae","Pleuronectiformes","Teleostei","Jordan &amp; Gilbert, 1882","1",0.6,1.6,78.6917,119,NA,3.3,NA,"demersal",0.2,NA
"5582","Etropus cyclosquamus","Etropus","Paralichthyidae","Pleuronectiformes","Teleostei","Leslie &amp; Stewart, 1986","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.09,NA
"5583","Gastropsetta frontalis","Gastropsetta","Paralichthyidae","Pleuronectiformes","Teleostei","Bean, 1895","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.25,41.5
"5584","Syacium papillosum","Syacium","Paralichthyidae","Pleuronectiformes","Teleostei","(Linnaeus, 1758)","1",1.4,5.2,76,77,NA,3.6,NA,"reef-associated",0.3,NA
"5585","Polydactylus octonemus","Polydactylus","Polynemidae","Perciformes","Teleostei","(Girard, 1858)","1",0.5,1.3,24.3089,28,NA,NA,NA,"demersal",0.33,NA
"5586","Polydactylus oligodon","Polydactylus","Polynemidae","Perciformes","Teleostei","(G<fc>nther, 1860)","1",1.4,5.6,66.2367,45,NA,NA,620,"demersal",0.46,NA
"5587","Peristedion brevirostre","Peristedion","Triglidae","Scorpaeniformes","Teleostei","(G<fc>nther, 1860)","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.25,302.5
"5588","Peristedion gracile","Peristedion","Triglidae","Scorpaeniformes","Teleostei","Goode &amp; Bean, 1896","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2,252.5
"5589","Peristedion longispatha","Peristedion","Triglidae","Scorpaeniformes","Teleostei","Goode &amp; Bean, 1886","1",2,6.7,21.42473,25,NA,NA,NA,"bathydemersal",0.15,NA
"5590","Neomerinthe beanorum","Neomerinthe","Scorpaenidae","Scorpaeniformes","Teleostei","(Evermann &amp; Marsh, 1900)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.155,233.5
"5591","Pontinus castor","Pontinus","Scorpaenidae","Scorpaeniformes","Teleostei","Poey, 1860","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.46,222.5
"5592","Pontinus nematophthalmus","Pontinus","Scorpaenidae","Scorpaeniformes","Teleostei","(G<fc>nther, 1860)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.14,246
"5593","Pontinus rathbuni","Pontinus","Scorpaenidae","Scorpaeniformes","Teleostei","Goode &amp; Bean, 1896","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.25,NA
"5594","Scorpaena albifimbria","Scorpaena","Scorpaenidae","Scorpaeniformes","Teleostei","Evermann &amp; Marsh, 1900","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.09,18.5
"5595","Scorpaena bergii","Scorpaena","Scorpaenidae","Scorpaeniformes","Teleostei","Evermann &amp; Marsh, 1900","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,38
"5596","Scorpaena brachyptera","Scorpaena","Scorpaenidae","Scorpaeniformes","Teleostei","Eschmeyer, 1965","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.075,82.5
"5597","Scorpaena brasiliensis","Scorpaena","Scorpaenidae","Scorpaeniformes","Teleostei","Cuvier, 1829","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.35,50.5
"5598","Scorpaena dispar","Scorpaena","Scorpaenidae","Scorpaeniformes","Teleostei","Longley &amp; Hildebrand, 1940","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.23,77
"5599","Scorpaena elachys","Scorpaena","Scorpaenidae","Scorpaeniformes","Teleostei","Eschmeyer, 1965","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.06400000095,63
"5600","Scorpaena grandicornis","Scorpaena","Scorpaenidae","Scorpaeniformes","Teleostei","Cuvier, 1829","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.3,8
"5601","Scorpaena inermis","Scorpaena","Scorpaenidae","Scorpaeniformes","Teleostei","Cuvier, 1829","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.11,37
"5602","Scorpaena plumieri","Scorpaena","Scorpaenidae","Scorpaeniformes","Teleostei","Bloch, 1789","1",NA,NA,NA,NA,NA,NA,1550,"reef-associated",0.45,30.5
"5603","Scorpaenodes caribbaeus","Scorpaenodes","Scorpaenidae","Scorpaeniformes","Teleostei","Meek &amp; Hildebrand, 1928","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.12,9
"5604","Scorpaenodes tredecimspinosus","Scorpaenodes","Scorpaenidae","Scorpaeniformes","Teleostei","(Metzelaar, 1919)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.065,44.5
"5605","Prionotus alatus","Prionotus","Triglidae","Scorpaeniformes","Teleostei","Goode &amp; Bean, 1883","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.175,107.5
"5606","Prionotus beanii","Prionotus","Triglidae","Scorpaeniformes","Teleostei","Goode, 1896","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,117.5
"5607","Prionotus carolinus","Prionotus","Triglidae","Scorpaeniformes","Teleostei","(Linnaeus, 1771)","1",2.5,9.4,40.2333,87,NA,4.1,NA,"demersal",0.38,NA
"5608","Prionotus evolans","Prionotus","Triglidae","Scorpaeniformes","Teleostei","(Linnaeus, 1766)","1",2.6,9.8,37.85,25,NA,4.3,1550,"reef-associated",0.45,NA
"5609","Prionotus ophryas","Prionotus","Triglidae","Scorpaeniformes","Teleostei","Jordan &amp; Swain, 1885","1",NA,NA,NA,NA,NA,NA,275,"reef-associated",0.27,86
"5610","Prionotus punctatus","Prionotus","Triglidae","Scorpaeniformes","Teleostei","(Bloch, 1793)","1",5.4,21.9,73.52,75,NA,3.8,114.0999985,"demersal",0.4,NA
"5611","Prionotus roseus","Prionotus","Triglidae","Scorpaeniformes","Teleostei","Jordan &amp; Evermann, 1887","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,96
"5612","Prionotus scitulus","Prionotus","Triglidae","Scorpaeniformes","Teleostei","Jordan &amp; Gilbert, 1882","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.25,23
"5613","Prionotus stearnsi","Prionotus","Triglidae","Scorpaeniformes","Teleostei","Jordan &amp; Swain, 1885","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.175,168.5
"5614","Prionotus tribulus","Prionotus","Triglidae","Scorpaeniformes","Teleostei","Cuvier, 1829","1",2.2,8.6,23.4556,25,NA,NA,NA,"demersal",0.35,NA
"5615","Fistularia tabacaria","Fistularia","Fistulariidae","Gasterosteiformes","Teleostei","Linnaeus, 1758","1",NA,NA,NA,NA,NA,NA,279.0100098,"reef-associated",2,NA
"5616","Stephanolepis setifer","Stephanolepis","Monacanthidae","Tetraodontiformes","Teleostei","(Bennett, 1831)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.2,NA
"5617","Xenolepidichthys dalgleishi","Xenolepidichthys","Grammicolepididae","Zeiformes","Teleostei","Gilchrist, 1922","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.15,506.5
"5618","Rypticus carpenteri",NA,NA,NA,NA,"Baldwin &amp; Weigt, 2012","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.08600000381,20
"5619","Prionurus laticlavius","Prionurus","Acanthuridae","Perciformes","Teleostei","(Valenciennes, 1846)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.6,16.5
"5620","Prionurus punctatus",NA,NA,NA,NA,"Gill, 1862","1",3,12.4,32.54,37,NA,2,NA,"reef-associated",0.6,NA
"5621","Acanthurus gahhm","Acanthurus","Acanthuridae","Perciformes","Teleostei","(Forssk<e5>l, 1775)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.4,20.5
"5622","Naso vlamingii","Naso","Acanthuridae","Perciformes","Teleostei","(Valenciennes, 1835)","1",2.7,10.8,55.56,213,NA,2.2,NA,"reef-associated",0.6,NA
"5623","Heteroscarus acroptilus",NA,NA,NA,NA,"(Richardson, 1846)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.24,8
"5624","Neoodax balteatus","Neoodax","Odacidae","Perciformes","Teleostei","(Valenciennes, 1840)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.14,11.5
"5625","Haletta semifasciata","Haletta","Odacidae","Perciformes","Teleostei","(Valenciennes, 1840)","1",2.3,8.6,15.7883,40,NA,3.2,NA,"demersal",0.29,NA
"5626","Olisthops cyanomelas",NA,NA,NA,NA,"Richardson, 1850","1",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.35,8
"5627","Siphonognathus caninis","Siphonognathus","Odacidae","Perciformes","Teleostei","(Scott, 1976)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1,15
"5628","Odax cyanoallix","Odax","Odacidae","Perciformes","Teleostei","Ayling &amp; Paxton, 1983","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.27,NA
"5629","Odax pullus","Odax","Odacidae","Perciformes","Teleostei","(Forster, 1801)","1",NA,NA,NA,NA,NA,NA,1500,"demersal",0.4,10
"5630","Siphonognathus radiatus","Siphonognathus","Odacidae","Perciformes","Teleostei","(Quoy &amp; Gaimard, 1834)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.18,9.5
"5631","Siphonognathus argyrophanes","Siphonognathus","Odacidae","Perciformes","Teleostei","Richardson, 1858","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4,20.5
"5632","Siphonognathus attenuatus","Siphonognathus","Odacidae","Perciformes","Teleostei","(Ogilby, 1897)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.12,30
"5633","Scarus arabicus","Scarus","Scaridae","Perciformes","Teleostei","(Steindachner, 1902)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.45,27.5
"5634","Chlorurus frontalis","Chlorurus","Scaridae","Perciformes","Teleostei","(Valenciennes, 1840)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.5,25
"5635","Chlorurus rhakoura","Chlorurus","Scaridae","Perciformes","Teleostei","Randall &amp; Anderson, 1997","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.4420000076,15.5
"5636","Sparisoma atomarium","Sparisoma","Scaridae","Perciformes","Teleostei","(Poey, 1861)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.25,37.5
"5637","Scarus persicus","Scarus","Scaridae","Perciformes","Teleostei","Randall &amp; Bruce, 1983","1",NA,NA,NA,NA,NA,NA,1500,"benthopelagic",0.5,13
"5638","Scarus caudofasciatus","Scarus","Scaridae","Perciformes","Teleostei","(G<fc>nther, 1862)","1",NA,NA,NA,NA,NA,NA,1600,"reef-associated",0.5,24
"5639","Scarus frenatus","Scarus","Scaridae","Perciformes","Teleostei","Lacep<e8>de, 1802","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.47,13
"5640","Leptoscarus vaigiensis","Leptoscarus","Scaridae","Perciformes","Teleostei","(Quoy &amp; Gaimard, 1824)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.35,8
"5641","Chlorurus gibbus","Chlorurus","Scaridae","Perciformes","Teleostei","(R<fc>ppell, 1829)","1",NA,NA,NA,NA,NA,NA,4000,"reef-associated",0.7,NA
"5642","Scarus koputea","Scarus","Scaridae","Perciformes","Teleostei","Randall &amp; Choat, 1980","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.31,9
"5643","Scarus ferrugineus","Scarus","Scaridae","Perciformes","Teleostei","Forssk<e5>l, 1775","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.41,30.5
"5644","Cryptotomus roseus","Cryptotomus","Scaridae","Perciformes","Teleostei","Cope, 1871","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.13,NA
"5645","Chlorurus genazonatus","Chlorurus","Scaridae","Perciformes","Teleostei","(Randall &amp; Bruce, 1983)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.31,NA
"5646","Sparisoma tuiupiranga","Sparisoma","Scaridae","Perciformes","Teleostei","Gasparini, Joyeux &amp; Floeter, 2003","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1539999962,12.5
"5647","Scarus longipinnis","Scarus","Scaridae","Perciformes","Teleostei","Randall &amp; Choat, 1980","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.4,32.5
"5648","Hipposcarus harid","Hipposcarus","Scaridae","Perciformes","Teleostei","(Forssk<e5>l, 1775)","1",NA,NA,NA,NA,NA,NA,2300,"reef-associated",0.75,13
"5649","Sparisoma viride","Sparisoma","Scaridae","Perciformes","Teleostei","(Bonnaterre, 1788)","1",NA,NA,NA,NA,NA,NA,1600,"reef-associated",0.64,26.5
"5650","Scarus psittacus","Scarus","Scaridae","Perciformes","Teleostei","Forssk<e5>l, 1775","1",1.2,4.1,55.4722,183,NA,2,904,"reef-associated",0.3,NA
"5651","Sparisoma aurofrenatum","Sparisoma","Scaridae","Perciformes","Teleostei","(Valenciennes, 1840)","1",3.7,14.2,53.2,70,NA,2,NA,"reef-associated",0.28,NA
"5652","Nicholsina usta","Nicholsina","Scaridae","Perciformes","Teleostei","(Valenciennes, 1840)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.3,40.5
