"","genus_species","genus","family","order","class","iucn_authority","iucn_category","mature_age","longevity","lat_range","long_range","diet","trophic_level","mass_g","depth_zone","length_m","depth_num","iucn_text"
"8866","Lepidorhombus boscii","Lepidorhombus","Scophthalmidae","Pleuronectiformes","Teleostei","(Risso, 1810)","1",3,10.7,26.429,36,"carnivorous",3.7,NA,"demersal",0.3,275,"Least Concern"
"8867","Samariscus huysmani","Samariscus","Samaridae","Pleuronectiformes","Teleostei","Weber, 1913","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.115,93.5,"Least Concern"
"8868","Mugilogobius notospilus","Mugilogobius","Gobiidae","Perciformes","Teleostei","(G<fc>nther, 1877)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.03,2.5,"Least Concern"
"8869","Citharoides macrolepidotus","Citharoides","Citharidae","Pleuronectiformes","Teleostei","Hubbs, 1915","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.29,196,"Least Concern"
"8870","Cynoglossus broadhursti","Cynoglossus","Cynoglossidae","Pleuronectiformes","Teleostei","Waite, 1905","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.245,NA,"Least Concern"
"8871","Cynoglossus interruptus","Cynoglossus","Cynoglossidae","Pleuronectiformes","Teleostei","G<fc>nther, 1880","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1010000038,100,"Least Concern"
"8872","Cynoglossus itinus","Cynoglossus","Cynoglossidae","Pleuronectiformes","Teleostei","(Snyder, 1909)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.14,NA,"Least Concern"
"8873","Cynoglossus joyneri","Cynoglossus","Cynoglossidae","Pleuronectiformes","Teleostei","G<fc>nther, 1878","1",3.9,14.9,28.15,24,NA,NA,NA,"demersal",0.24,NA,"Least Concern"
"8874","Cynoglossus maculipinnis","Cynoglossus","Cynoglossidae","Pleuronectiformes","Teleostei","Rendahl, 1921","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,NA,"Least Concern"
"8875","Cynoglossus nigropinnatus","Cynoglossus","Cynoglossidae","Pleuronectiformes","Teleostei","Ochiai, 1963","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,NA,"Least Concern"
"8876","Cynoglossus ochiaii","Cynoglossus","Cynoglossidae","Pleuronectiformes","Teleostei","Yokogawa, Endo &amp; Sakaji, 2008","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.18,135,"Least Concern"
"8877","Cynoglossus ogilbyi","Cynoglossus","Cynoglossidae","Pleuronectiformes","Teleostei","Norman, 1926","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1860000038,NA,"Least Concern"
"8878","Cynoglossus robustus","Cynoglossus","Cynoglossidae","Pleuronectiformes","Teleostei","G<fc>nther, 1873","1",4.2,16.7,14.63,15,NA,NA,NA,"demersal",0.4,NA,"Least Concern"
"8879","Cynoglossus suyeni","Cynoglossus","Cynoglossidae","Pleuronectiformes","Teleostei","Fowler, 1934","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.275,298.5,"Least Concern"
"8880","Paraplagusia japonica","Paraplagusia","Cynoglossidae","Pleuronectiformes","Teleostei","(Temminck &amp; Schlegel, 1846)","1",3.8,14.9,1.71,4,NA,3.2,NA,"demersal",0.35,NA,"Least Concern"
"8881","Paraplagusia longirostris","Paraplagusia","Cynoglossidae","Pleuronectiformes","Teleostei","Chapleau, Renaud &amp; Kailola, 1991","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2762000084,49,"Least Concern"
"8882","Paraplagusia sinerama","Paraplagusia","Cynoglossidae","Pleuronectiformes","Teleostei","Chapleau &amp; Renaud, 1993","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2795000076,25,"Least Concern"
"8883","Symphurus ginsburgi","Symphurus","Cynoglossidae","Pleuronectiformes","Teleostei","Menezes &amp; Benvegn<fa>, 1976","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.09,201.5,"Least Concern"
"8884","Symphurus orientalis","Symphurus","Cynoglossidae","Pleuronectiformes","Teleostei","(Bleeker, 1879)","1",1.5,4.6,21.9286,22,NA,NA,NA,"demersal",0.1,NA,"Least Concern"
"8885","Exyrias puntang","Exyrias","Gobiidae","Perciformes","Teleostei","(Bleeker, 1851)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1620000076,2.5,"Least Concern"
"8886","Redigobius tambujon","Redigobius","Gobiidae","Perciformes","Teleostei","(Bleeker, 1854)","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.045,2.5,"Least Concern"
"8887","Symphurus jenynsi","Symphurus","Cynoglossidae","Pleuronectiformes","Teleostei","Evermann &amp; Kendall, 1906","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3189999962,100,"Least Concern"
"8888","Eviota abax","Eviota","Gobiidae","Perciformes","Teleostei","(Jordan &amp; Snyder, 1901)","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.04,NA,"Least Concern"
"8889","Eviota bimaculata","Eviota","Gobiidae","Perciformes","Teleostei","Lachner &amp; Karnella, 1980","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.025,NA,"Least Concern"
"8890","Eviota inutilis","Eviota","Gobiidae","Perciformes","Teleostei","Whitley, 1943","1",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02039999962,NA,"Least Concern"
"8891","Oligolepis acutipennis","Oligolepis","Gobiidae","Perciformes","Teleostei","(Valenciennes, 1837)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,NA,"Least Concern"
"8892","Redigobius balteatus","Redigobius","Gobiidae","Perciformes","Teleostei","(Herre, 1935)","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.03799999952,2.5,"Least Concern"
"8893","Upeneus pori","Upeneus","Mullidae","Perciformes","Teleostei","Ben-Tuvia &amp; Golani, 1989","1",NA,NA,NA,NA,"carnivorous",4.4,NA,"demersal",0.07,25.5,"Least Concern"
"8894","Apeltes quadracus","Apeltes","Gasterosteidae","Gasterosteiformes","Teleostei","(Mitchill, 1815)","1",1.2,3.3,13.1019,30,NA,3.2,NA,"benthopelagic",0.064,NA,"Least Concern"
"8895","Chanos chanos","Chanos","Chanidae","Gonorynchiformes","Teleostei","(Forssk<e5>l, 1775)","1",5.9,29.1,66.665,250,NA,2,14000,"benthopelagic",1.8,NA,"Least Concern"
"8896","Etropus longimanus","Etropus","Paralichthyidae","Pleuronectiformes","Teleostei","Norman, 1933","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.155,NA,"Least Concern"
"8897","Etropus microstomus","Etropus","Paralichthyidae","Pleuronectiformes","Teleostei","(Gill, 1864)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.13,NA,"Least Concern"
"8898","Scorpaena hemilepidota","Scorpaena","Scorpaenidae","Scorpaeniformes","Teleostei","Fowler, 1938","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Least Concern"
"8899","Anguilla reinhardtii","Anguilla","Anguillidae","Anguilliformes","Teleostei","Steindachner, 1867","1",19,96.7,30.2967,18,NA,3.6,22000,"demersal",1.65,NA,"Least Concern"
"8900","Ancylopsetta dendritica","Ancylopsetta","Paralichthyidae","Pleuronectiformes","Teleostei","Gilbert 1890","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.35,59,"Least Concern"
"8901","Etropus ectenes","Etropus","Paralichthyidae","Pleuronectiformes","Teleostei","Jordan 1889","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,NA,"Least Concern"
"8902","Hippoglossina macrops","Hippoglossina","Paralichthyidae","Pleuronectiformes","Teleostei","Steindachner 1876","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,317.5,"Least Concern"
"8903","Hippoglossina tetrophthalma","Hippoglossina","Paralichthyidae","Pleuronectiformes","Teleostei","(Gilbert 1890)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.36,NA,"Least Concern"
"8904","Syacium latifrons","Syacium","Paralichthyidae","Pleuronectiformes","Teleostei","(Jordan &amp; Gilbert, 1882)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.28,60,"Least Concern"
"8905","Syacium longidorsale","Syacium","Paralichthyidae","Pleuronectiformes","Teleostei","Murakami &amp; Amaoka, 1992","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,25.5,"Least Concern"
"8906","Syacium ovale","Syacium","Paralichthyidae","Pleuronectiformes","Teleostei","(G<fc>nther, 1864)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.23,35,"Least Concern"
"8907","Arnoglossus rueppelii","Arnoglossus","Bothidae","Pleuronectiformes","Teleostei","(Cocco, 1844)","1",2.2,7.4,8.4042,15,"carnivorous",4,NA,"demersal",0.15,375,"Least Concern"
"8908","Bothus leopardinus","Bothus","Bothidae","Pleuronectiformes","Teleostei","(G<fc>nther, 1862)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.235,88,"Least Concern"
"8909","Bothus mancus","Bothus","Bothidae","Pleuronectiformes","Teleostei","(Broussonet, 1782)","1",NA,NA,NA,NA,NA,NA,1750,"reef-associated",0.51,76.5,"Least Concern"
"8910","Chascanopsetta crumenalis","Chascanopsetta","Bothidae","Pleuronectiformes","Teleostei","(Gilbert &amp; Cramer, 1897)","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,541.5,"Least Concern"
"8911","Engyophrys sanctilaurentii","Engyophrys","Bothidae","Pleuronectiformes","Teleostei","Jordan &amp; Bollman, 1890","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,139,"Least Concern"
"8912","Monolene maculipinna","Monolene","Bothidae","Pleuronectiformes","Teleostei","Garman 1899","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.18,294.5,"Least Concern"
"8913","Perissias taeniopterus","Perissias","Bothidae","Pleuronectiformes","Teleostei","(Gilbert, 1890)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.11,101.5,"Least Concern"
"8914","Eopsetta jordani","Eopsetta","Pleuronectidae","Pleuronectiformes","Teleostei","(Lockington, 1879)","1",4,17.1,28.2417,59,NA,4,3700,"demersal",0.53,NA,"Least Concern"
"8915","Lyopsetta exilis","Lyopsetta","Pleuronectidae","Pleuronectiformes","Teleostei","(Jordan &amp; Gilbert 1880)","1",4.2,15.9,27.8735,49,NA,3.4,NA,"bathydemersal",0.35,NA,"Least Concern"
"8916","Paralichthodes algoensis","Paralichthodes","Paralichthodidae","Pleuronectiformes","Teleostei","Gilchrist, 1902","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.5,50.5,"Least Concern"
"8917","Citharichthys sordidus","Citharichthys","Paralichthyidae","Pleuronectiformes","Teleostei","(Girard, 1854)","1",2.5,9.4,36.92,64,NA,3.4,NA,"demersal",0.41,NA,"Least Concern"
"8918","Citharichthys xanthostigma","Citharichthys","Paralichthyidae","Pleuronectiformes","Teleostei","Gilbert, 1890","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.25,101.5,"Least Concern"
"8919","Paralichthys brasiliensis","Paralichthys","Paralichthyidae","Pleuronectiformes","Teleostei","(Ranzani, 1842)","1",3.5,16,40.55,29,NA,NA,12000,"demersal",1,NA,"Least Concern"
"8920","Paralichthys fernandezianus","Paralichthys","Paralichthyidae","Pleuronectiformes","Teleostei","Steindachner, 1903","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Least Concern"
"8921","Paralichthys microps","Paralichthys","Paralichthyidae","Pleuronectiformes","Teleostei","(G<fc>nther, 1881)","1",1.8,7,NA,NA,NA,NA,798,"demersal",0.41,NA,"Least Concern"
"8922","Pseudorhombus argus","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","Weber, 1913","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.25,45.5,"Least Concern"
"8923","Pseudorhombus cinnamoneus","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","(Temminck &amp; Schlegel, 1846)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.35,92,"Least Concern"
"8924","Pseudorhombus diplospilus","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","Norman, 1926","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4,42.5,"Least Concern"
"8925","Pseudorhombus jenynsii","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","(Bleeker, 1855)","1",NA,NA,NA,NA,NA,NA,1471,"demersal",0.34,NA,"Least Concern"
"8926","Pseudorhombus levisquamis","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","(Oshima, 1927)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2673999977,NA,"Least Concern"
"8927","Pseudorhombus megalops","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","Fowler, 1934","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.22,235,"Least Concern"
"8928","Pseudorhombus neglectus","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","Bleeker, 1865","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.25,35,"Least Concern"
"8929","Pseudorhombus oculocirris","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","Amaoka, 1969","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Least Concern"
"8930","Pseudorhombus oligodon","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","(Bleeker, 1854)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3,35,"Least Concern"
"8931","Pseudorhombus pentophthalmus","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","G<fc>nther, 1862","1",1.2,3.8,26.2,22,NA,4,208.6999969,"demersal",0.18,NA,"Least Concern"
"8932","Pseudorhombus quinquocellatus","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","Weber &amp; de Beaufort, 1929","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,NA,"Least Concern"
"8933","Pseudorhombus spinosus","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","McCulloch, 1914","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3,NA,"Least Concern"
"8934","Pseudorhombus tenuirastrum","Pseudorhombus","Paralichthyidae","Pleuronectiformes","Teleostei","(Waite, 1899)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.25,15,"Least Concern"
"8935","Tarphops elegans","Tarphops","Paralichthyidae","Pleuronectiformes","Teleostei","Amaoka, 1969","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Least Concern"
"8936","Tarphops oligolepis","Tarphops","Paralichthyidae","Pleuronectiformes","Teleostei","(Bleeker, 1858)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.06480000019,NA,"Least Concern"
"8937","Thysanopsetta naresi","Thysanopsetta","Paralichthyidae","Pleuronectiformes","Teleostei","G<fc>nther, 1880","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1510000038,130,"Least Concern"
"8938","Acanthopsetta nadeshnyi","Acanthopsetta","Pleuronectidae","Pleuronectiformes","Teleostei","Schmidt, 1904","1",7.1,28.7,5.6264,7,NA,3.3,1200,"demersal",0.46,NA,"Least Concern"
"8939","Atheresthes evermanni","Atheresthes","Pleuronectidae","Pleuronectiformes","Teleostei","Jordan &amp; Starks, 1904","1",NA,NA,NA,NA,NA,NA,8500,"demersal",1,610,"Least Concern"
"8940","Atheresthes stomias","Atheresthes","Pleuronectidae","Pleuronectiformes","Teleostei","(Jordan &amp; Gilbert, 1880)","1",5.9,26.3,63.097,237,NA,4.3,8600,"demersal",0.84,NA,"Least Concern"
"8941","Dexistes rikuzenius","Dexistes","Pleuronectidae","Pleuronectiformes","Teleostei","Jordan &amp; Starks, 1904","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.22,121,"Least Concern"
"8942","Glyptocephalus zachirus","Glyptocephalus","Pleuronectidae","Pleuronectiformes","Teleostei","Lockington, 1879","1",6.3,26.2,28.395,116,NA,3.2,2000,"demersal",0.6,NA,"Least Concern"
"8943","Hippoglossoides dubius","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Teleostei","Schmidt, 1904","1",5.1,22,12.7111,15,NA,3.6,NA,"demersal",0.45,NA,"Least Concern"
"8944","Hippoglossoides elassodon","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Teleostei","Jordan &amp; Gilbert, 1880","1",2.1,8.2,65.18,237,NA,3.6,1560,"demersal",0.52,NA,"Least Concern"
"8945","Cleisthenes pinetorum","Cleisthenes","Pleuronectidae","Pleuronectiformes","Teleostei","Jordan &amp; Starks, 1904","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3859999847,125,"Least Concern"
"8946","Hippoglossoides robustus","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Teleostei","Gill &amp; Townsend, 1897","1",3.3,13.2,27.2322,110,NA,3.1,NA,"demersal",0.3,NA,"Least Concern"
"8947","Hippoglossus stenolepis","Hippoglossus","Pleuronectidae","Pleuronectiformes","Teleostei","Schmidt, 1904","1",9.5,48.2,72.2,242,NA,4.1,363000,"demersal",2.58,NA,"Least Concern"
"8948","Isopsetta isolepis","Isopsetta","Pleuronectidae","Pleuronectiformes","Teleostei","(Lockington, 1880)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.55,222.5,"Least Concern"
"8949","Lepidopsetta bilineata","Lepidopsetta","Pleuronectidae","Pleuronectiformes","Teleostei","(Ayres, 1855)","1",4.5,19,62.1286,298,NA,3.2,1800,"demersal",0.58,NA,"Least Concern"
"8950","Lepidopsetta mochigarei","Lepidopsetta","Pleuronectidae","Pleuronectiformes","Teleostei","Snyder, 1911","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.4,NA,"Least Concern"
"8951","Lepidopsetta polyxystra","Lepidopsetta","Pleuronectidae","Pleuronectiformes","Teleostei","Orr &amp; Matarese, 2000","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.69,350,"Least Concern"
"8952","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Teleostei","(Pallas, 1814)","1",5,20.3,72.5,292,NA,3.2,1700,"demersal",0.49,NA,"Least Concern"
"8953","Limanda sakhalinensis","Limanda","Pleuronectidae","Pleuronectiformes","Teleostei","Hubbs, 1915","1",NA,NA,NA,NA,NA,NA,500,"demersal",0.36,185,"Least Concern"
"8954","Liopsetta putnami","Liopsetta","Pleuronectidae","Pleuronectiformes","Teleostei","(Gill, 1864)","1",2.6,9.8,13.1336,16,NA,3.4,NA,NA,0.3,NA,"Least Concern"
"8955","Microstomus pacificus","Microstomus","Pleuronectidae","Pleuronectiformes","Teleostei","(Lockington, 1879)","1",2.7,11,29.7858,71,NA,3.3,3500,"demersal",0.76,NA,"Least Concern"
"8956","Microstomus shuntovi","Microstomus","Pleuronectidae","Pleuronectiformes","Teleostei","Borets, 1983","1",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,280,"Least Concern"
"8957","Parophrys vetulus","Parophrys","Pleuronectidae","Pleuronectiformes","Teleostei","Girard, 1854","1",3,11.7,29.5616,62,NA,3.4,1500,"demersal",0.49,NA,"Least Concern"
"8958","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Teleostei","Pallas, 1814","1",NA,NA,NA,NA,NA,NA,3500,"bathydemersal",0.87,300,"Least Concern"
"8959","Pleuronichthys coenosus","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Teleostei","Girard, 1854","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.36,184,"Least Concern"
"8960","Pleuronichthys decurrens","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Teleostei","Jordan &amp; Gilbert, 1881","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.37,270.5,"Least Concern"
"8961","Psettichthys melanostictus","Psettichthys","Pleuronectidae","Pleuronectiformes","Teleostei","Girard, 1854","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.63,163,"Least Concern"
"8962","Pseudopleuronectes herzensteini","Pseudopleuronectes","Pleuronectidae","Pleuronectiformes","Teleostei","(Jordan &amp; Snyder, 1901)","1",3.5,14.3,3.3,6,NA,NA,1300,"demersal",0.5,NA,"Least Concern"
"8963","Pseudopleuronectes schrenki","Pseudopleuronectes","Pleuronectidae","Pleuronectiformes","Teleostei","(Schmidt, 1904)","1",4.6,19,2.635,3,NA,NA,2500,"demersal",0.5,NA,"Least Concern"
"8964","Poecilopsetta plinthus","Poecilopsetta","Poecilopsettidae","Pleuronectiformes","Teleostei","(Jordan &amp; Starks, 1904)","1",1.9,6.4,69.7028,40,NA,3.5,NA,"demersal",0.19,NA,"Least Concern"
"8965","Azygopus pinnifasciatus","Azygopus","Rhombosoleidae","Pleuronectiformes","Teleostei","Norman, 1926","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,510,"Least Concern"
"8966","Plagiopsetta glossa","Plagiopsetta","Samaridae","Pleuronectiformes","Teleostei","Franz, 1910","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.19,171.5,"Least Concern"
"8967","Samariscus latus","Samariscus","Samaridae","Pleuronectiformes","Teleostei","Matsubara &amp; Takamuki, 1951","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.16,NA,"Least Concern"
"8968","Samariscus sunieri","Samariscus","Samaridae","Pleuronectiformes","Teleostei","Weber &amp; de Beaufort, 1929","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.13,197,"Least Concern"
"8969","Aseraggodes dubius","Aseraggodes","Soleidae","Pleuronectiformes","Teleostei","Weber, 1913","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.085,101,"Least Concern"
"8970","Aseraggodes haackeanus","Aseraggodes","Soleidae","Pleuronectiformes","Teleostei","(Steindachner, 1883)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.14,25,"Least Concern"
"8971","Aseraggodes kaianus","Aseraggodes","Soleidae","Pleuronectiformes","Teleostei","(G<fc>nther, 1880)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.14,201,"Least Concern"
"8972","Aseraggodes kobensis","Aseraggodes","Soleidae","Pleuronectiformes","Teleostei","(Steindachner, 1896)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1,90,"Least Concern"
"8973","Aseraggodes umbratilis","Aseraggodes","Soleidae","Pleuronectiformes","Teleostei","(Alcock, 1894)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.0775,170.5,"Least Concern"
"8974","Brachirus aspilos","Brachirus","Soleidae","Pleuronectiformes","Teleostei","(Bleeker, 1852)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.38,NA,"Least Concern"
"8975","Heteromycteris japonicus","Heteromycteris","Soleidae","Pleuronectiformes","Teleostei","(Temminck &amp; Schlegel, 1846)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.135,NA,"Least Concern"
"8976","Paradicula setifer","Paradicula","Soleidae","Pleuronectiformes","Teleostei","(Paradice, 1927)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,"Least Concern"
"8977","Pardachirus hedleyi","Pardachirus","Soleidae","Pleuronectiformes","Teleostei","Ogilby, 1916","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,11.5,"Least Concern"
"8978","Soleichthys maculosus","Soleichthys","Soleidae","Pleuronectiformes","Teleostei","Muchhala &amp; Munroe, 2004","1",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.09510000229,50,"Least Concern"
"8979","Soleichthys microcephalus","Soleichthys","Soleidae","Pleuronectiformes","Teleostei","(G<fc>nther, 1862)","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.22,23,"Least Concern"
"8980","Soleichthys oculofasciatus","Soleichthys","Soleidae","Pleuronectiformes","Teleostei","Munroe &amp; Menke, 2004","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1246000004,38.5,"Least Concern"
"8981","Soleichthys serpenpellis","Soleichthys","Soleidae","Pleuronectiformes","Teleostei","Munroe &amp; Menke, 2004","1",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,6.5,"Least Concern"
"8982","Zebrias cancellatus","Zebrias","Soleidae","Pleuronectiformes","Teleostei","(McCulloch, 1916)","1",NA,NA,NA,NA,NA,NA,140,"demersal",0.27,NA,"Least Concern"
"8983","Zebrias penescalaris","Zebrias","Soleidae","Pleuronectiformes","Teleostei","Gomon, 1987","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.15,47.5,"Least Concern"
"8984","Zebrias scalaris","Zebrias","Soleidae","Pleuronectiformes","Teleostei","Gomon, 1987","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2,40,"Least Concern"
"8985","Nautichthys oculofasciatus","Nautichthys","Hemitripteridae","Scorpaeniformes","Teleostei","(Girard, 1858)","1",1.1,3.6,26.2694,54,NA,4,NA,"demersal",0.2,NA,"Least Concern"
"8986","Hexagrammos decagrammus","Hexagrammos","Hexagrammidae","Scorpaeniformes","Teleostei","(Pallas, 1810)","1",3,12.5,26.3492,65,NA,3.6,2100,"demersal",0.61,NA,"Least Concern"
"8987","Hexagrammos lagocephalus","Hexagrammos","Hexagrammidae","Scorpaeniformes","Teleostei","(Pallas, 1810)","1",4.1,17,29.2,89,NA,3.9,830,"demersal",0.61,NA,"Least Concern"
"8988","Oxylebius pictus","Oxylebius","Hexagrammidae","Scorpaeniformes","Teleostei","Gill, 1862","1",NA,NA,NA,NA,NA,NA,NA,"demersal",0.25,24.5,"Least Concern"
